Hour,Day_Num,Month,Crime_Severity_Score,Is_Weekend,Arrest,Primary Type,Temporal_Cluster
9,6,4,3,1,0,CRIMINAL DAMAGE,3
14,3,3,3,0,0,CRIMINAL DAMAGE,3
13,3,10,6,0,0,BATTERY,1
19,3,6,3,0,0,CRIMINAL DAMAGE,3
4,6,11,3,1,0,THEFT,0
6,2,8,3,0,0,DECEPTIVE PRACTICE,0
0,2,7,3,0,0,THEFT,0
0,0,8,5,0,0,MOTOR VEHICLE THEFT,0
11,5,1,3,1,0,DECEPTIVE PRACTICE,3
4,3,12,5,0,0,BURGLARY,0
13,4,3,3,0,0,THEFT,3
2,0,9,3,0,0,CRIMINAL DAMAGE,0
3,4,10,3,0,0,CRIMINAL DAMAGE,0
1,4,5,3,0,1,THEFT,0
23,5,11,3,1,0,THEFT,2
8,0,6,3,0,0,THEFT,3
21,3,5,6,0,0,ASSAULT,1
7,3,12,3,0,0,THEFT,2
3,4,12,6,0,1,BATTERY,0
13,2,8,6,0,0,BATTERY,1
8,0,4,6,0,0,BATTERY,1
12,2,4,3,0,1,THEFT,3
10,5,7,6,1,0,BATTERY,1
15,0,7,3,0,0,THEFT,2
10,0,3,6,0,0,ASSAULT,1
13,5,2,3,1,1,CRIMINAL DAMAGE,3
11,0,8,3,0,0,CRIMINAL DAMAGE,2
10,3,5,3,0,0,THEFT,3
0,5,5,3,1,0,THEFT,0
15,1,10,3,0,0,THEFT,2
18,1,8,2,0,0,OTHER OFFENSE,2
13,3,6,3,0,1,DECEPTIVE PRACTICE,3
17,5,10,3,1,1,THEFT,2
21,0,3,3,0,0,CRIMINAL DAMAGE,3
16,1,4,7,0,0,ARSON,1
2,3,9,3,0,0,THEFT,0
7,4,7,3,0,0,THEFT,0
4,5,3,6,1,0,BATTERY,0
11,4,5,3,0,0,DECEPTIVE PRACTICE,3
18,6,5,7,1,0,ROBBERY,1
19,5,6,6,1,1,BATTERY,1
12,2,3,3,0,0,DECEPTIVE PRACTICE,3
17,3,9,3,0,0,THEFT,2
21,0,5,6,0,0,BATTERY,1
12,1,2,3,0,0,DECEPTIVE PRACTICE,3
18,1,4,3,0,0,THEFT,3
9,3,7,6,0,1,BATTERY,1
9,0,2,5,0,0,MOTOR VEHICLE THEFT,3
0,6,2,3,1,0,THEFT,0
12,2,10,6,0,0,BATTERY,1
12,6,2,5,1,0,BURGLARY,3
19,0,3,3,0,0,THEFT,3
13,0,3,6,0,1,ASSAULT,1
13,4,5,2,0,0,OTHER OFFENSE,3
15,6,6,5,1,0,MOTOR VEHICLE THEFT,1
14,4,8,3,0,0,THEFT,2
15,1,10,3,0,0,THEFT,2
17,3,4,7,0,1,ROBBERY,1
18,6,5,6,1,1,BATTERY,1
13,6,1,3,1,0,CRIMINAL DAMAGE,3
14,5,3,6,1,0,ASSAULT,1
6,5,9,6,1,0,BATTERY,0
4,0,7,6,0,1,ASSAULT,0
0,0,6,3,0,0,DECEPTIVE PRACTICE,0
23,3,7,3,0,0,THEFT,2
10,0,4,3,0,0,THEFT,3
8,5,12,2,1,1,INTERFERENCE WITH PUBLIC OFFICER,2
21,0,2,5,0,0,MOTOR VEHICLE THEFT,3
14,5,12,3,1,1,THEFT,2
3,0,9,6,0,0,ASSAULT,0
19,3,6,4,0,1,NARCOTICS,3
10,6,7,6,1,0,BATTERY,1
0,3,5,7,0,0,SEX OFFENSE,0
11,5,3,5,1,0,BURGLARY,3
5,0,6,3,0,0,THEFT,0
23,1,9,6,0,0,BATTERY,1
19,6,6,6,1,1,BATTERY,1
9,4,5,2,0,0,OTHER OFFENSE,3
13,6,11,6,1,0,BATTERY,1
21,1,8,5,0,0,MOTOR VEHICLE THEFT,1
14,0,10,3,0,0,THEFT,2
13,3,1,6,0,1,ASSAULT,1
2,4,6,3,0,0,THEFT,0
19,1,5,3,0,0,THEFT,3
15,4,9,5,0,0,MOTOR VEHICLE THEFT,1
17,2,6,3,0,0,DECEPTIVE PRACTICE,3
10,3,7,2,0,0,OTHER OFFENSE,2
13,4,12,4,0,1,NARCOTICS,2
21,4,9,6,0,0,BATTERY,1
6,3,12,6,0,0,ASSAULT,0
5,5,8,5,1,0,WEAPONS VIOLATION,0
11,1,10,5,0,0,BURGLARY,2
0,5,6,3,1,0,THEFT,0
20,4,1,3,0,1,CRIMINAL DAMAGE,3
19,1,1,3,0,0,THEFT,3
12,0,8,3,0,0,THEFT,2
0,4,6,3,0,0,DECEPTIVE PRACTICE,0
0,6,7,3,1,0,CRIMINAL DAMAGE,0
18,3,5,3,0,0,THEFT,3
13,0,11,3,0,0,THEFT,2
17,1,9,3,0,0,THEFT,2
17,2,7,6,0,0,BATTERY,1
11,5,4,6,1,0,BATTERY,1
6,0,7,3,0,0,CRIMINAL DAMAGE,2
15,2,6,3,0,0,THEFT,3
8,0,7,3,0,0,THEFT,2
11,1,4,4,0,1,NARCOTICS,3
11,2,6,7,0,1,ROBBERY,1
0,1,4,3,0,1,CRIMINAL TRESPASS,0
19,0,12,5,0,0,MOTOR VEHICLE THEFT,2
13,3,12,3,0,0,THEFT,2
8,3,10,6,0,0,BATTERY,0
9,0,10,6,0,0,ASSAULT,1
23,5,9,6,1,0,ASSAULT,1
21,6,8,7,1,0,ROBBERY,1
12,1,8,6,0,0,BATTERY,1
16,6,10,3,1,0,THEFT,2
19,0,6,3,0,0,THEFT,3
12,5,4,6,1,0,ASSAULT,1
21,1,9,5,0,1,WEAPONS VIOLATION,1
20,6,10,3,1,0,THEFT,2
12,3,12,5,0,0,MOTOR VEHICLE THEFT,2
9,0,2,6,0,0,ASSAULT,1
14,0,4,3,0,0,DECEPTIVE PRACTICE,3
12,1,8,6,0,0,ASSAULT,1
17,4,9,3,0,0,CRIMINAL DAMAGE,2
3,2,4,3,0,0,THEFT,0
15,4,8,2,0,0,OTHER OFFENSE,2
10,2,11,5,0,1,WEAPONS VIOLATION,2
20,2,10,3,0,0,CRIMINAL DAMAGE,2
3,2,4,5,0,0,BURGLARY,0
18,2,11,3,0,0,THEFT,2
21,6,1,6,1,0,BATTERY,1
17,4,7,6,0,0,BATTERY,1
1,2,10,2,0,1,OTHER OFFENSE,0
0,1,1,3,0,0,THEFT,0
6,4,1,3,0,0,THEFT,3
13,2,2,3,0,0,THEFT,3
1,5,9,3,1,0,THEFT,0
5,5,6,3,1,0,THEFT,0
20,4,8,4,0,1,NARCOTICS,2
14,3,7,6,0,0,ASSAULT,1
10,5,6,5,1,1,WEAPONS VIOLATION,0
23,1,1,5,0,1,WEAPONS VIOLATION,3
10,4,7,5,0,0,MOTOR VEHICLE THEFT,0
12,5,4,6,1,0,ASSAULT,1
6,6,11,3,1,0,CRIMINAL DAMAGE,2
21,2,12,3,0,0,THEFT,2
4,5,5,3,1,0,THEFT,0
15,4,4,2,0,0,OTHER OFFENSE,3
15,2,8,6,0,0,BATTERY,1
12,3,1,2,0,0,OTHER OFFENSE,3
9,3,2,6,0,0,BATTERY,1
12,6,6,3,1,0,DECEPTIVE PRACTICE,3
6,6,12,3,1,0,CRIMINAL DAMAGE,2
8,3,3,7,0,0,SEX OFFENSE,1
11,6,8,6,1,0,ASSAULT,1
19,2,11,3,0,0,THEFT,2
16,1,8,5,0,1,WEAPONS VIOLATION,1
13,2,4,3,0,0,THEFT,3
21,6,10,3,1,0,CRIMINAL DAMAGE,2
21,5,5,6,1,0,BATTERY,1
19,3,6,6,0,0,BATTERY,1
13,3,12,3,0,1,THEFT,2
7,2,12,3,0,0,CRIMINAL DAMAGE,2
0,2,2,6,0,1,BATTERY,0
15,3,1,3,0,0,THEFT,3
23,4,10,3,0,0,CRIMINAL DAMAGE,2
22,1,10,2,0,0,OTHER OFFENSE,2
13,2,6,3,0,0,THEFT,3
12,0,8,6,0,0,BATTERY,1
20,0,9,2,0,0,OTHER OFFENSE,2
6,2,5,2,0,1,OTHER OFFENSE,3
3,1,5,3,0,0,THEFT,0
12,4,6,4,0,1,NARCOTICS,3
14,1,4,5,0,0,MOTOR VEHICLE THEFT,1
13,3,1,3,0,0,THEFT,3
12,4,8,5,0,0,BURGLARY,1
23,3,10,3,0,0,CRIMINAL DAMAGE,2
18,4,1,3,0,1,THEFT,3
0,3,7,6,0,0,ASSAULT,0
18,5,5,3,1,0,DECEPTIVE PRACTICE,3
18,1,3,2,0,0,OTHER OFFENSE,3
10,2,8,2,0,1,OTHER OFFENSE,2
11,3,3,3,0,0,THEFT,3
1,6,1,7,1,0,ROBBERY,0
19,4,10,6,0,0,BATTERY,1
21,0,6,6,0,1,BATTERY,1
1,5,6,6,1,0,BATTERY,0
16,5,3,3,1,0,CRIMINAL TRESPASS,3
22,3,2,3,0,0,CRIMINAL DAMAGE,3
14,6,8,6,1,0,BATTERY,1
21,2,2,6,0,0,ASSAULT,1
22,6,5,6,1,0,BATTERY,1
9,4,10,6,0,0,ASSAULT,1
8,1,5,3,0,0,THEFT,3
17,5,3,7,1,0,ROBBERY,1
12,1,6,3,0,0,THEFT,3
19,4,2,6,0,0,BATTERY,1
18,6,9,5,1,0,OFFENSE INVOLVING CHILDREN,1
19,1,1,4,0,1,NARCOTICS,3
16,0,4,6,0,0,BATTERY,1
7,0,9,2,0,0,OBSCENITY,2
16,6,1,3,1,0,THEFT,3
14,2,6,3,0,0,THEFT,3
1,6,6,3,1,0,THEFT,0
12,2,4,2,0,0,OTHER OFFENSE,3
22,6,2,6,1,0,BATTERY,1
12,3,7,4,0,1,NARCOTICS,2
15,3,7,5,0,0,BURGLARY,1
11,4,3,5,0,1,WEAPONS VIOLATION,3
5,6,5,6,1,0,BATTERY,0
10,0,4,3,0,0,DECEPTIVE PRACTICE,3
10,4,10,4,0,1,NARCOTICS,2
23,0,8,3,0,0,THEFT,2
0,5,12,5,1,0,MOTOR VEHICLE THEFT,0
4,2,7,2,0,0,OTHER OFFENSE,0
3,1,6,5,0,0,WEAPONS VIOLATION,0
18,0,3,6,0,0,BATTERY,1
7,6,3,6,1,0,ASSAULT,0
21,6,11,6,1,1,BATTERY,1
12,3,7,4,0,1,NARCOTICS,2
12,3,7,3,0,0,THEFT,2
20,4,2,3,0,0,THEFT,3
15,5,11,5,1,0,BURGLARY,2
17,3,6,5,0,0,MOTOR VEHICLE THEFT,1
1,6,2,2,1,0,OTHER OFFENSE,0
16,0,4,3,0,0,THEFT,3
19,4,5,6,0,0,BATTERY,1
11,0,12,4,0,1,NARCOTICS,2
11,4,6,4,0,1,NARCOTICS,3
17,6,10,6,1,0,BATTERY,1
21,6,8,6,1,0,ASSAULT,1
19,4,5,6,0,1,BATTERY,1
3,1,10,3,0,0,CRIMINAL TRESPASS,0
14,3,7,3,0,0,DECEPTIVE PRACTICE,2
17,3,8,3,0,0,CRIMINAL DAMAGE,2
0,5,3,2,1,0,OTHER OFFENSE,0
2,1,4,6,0,0,ASSAULT,0
15,5,10,3,1,1,DECEPTIVE PRACTICE,2
17,0,11,5,0,0,BURGLARY,2
9,4,9,3,0,0,THEFT,2
12,1,8,6,0,0,BATTERY,1
22,0,9,6,0,0,BATTERY,1
1,6,3,6,1,0,ASSAULT,0
0,4,6,2,0,0,OTHER OFFENSE,0
1,5,9,5,1,0,MOTOR VEHICLE THEFT,0
13,0,7,5,0,1,WEAPONS VIOLATION,1
14,1,1,3,0,0,THEFT,3
20,5,1,7,1,0,ROBBERY,1
9,0,2,3,0,0,CRIMINAL DAMAGE,3
12,2,1,6,0,0,BATTERY,1
8,0,4,3,0,0,DECEPTIVE PRACTICE,3
18,2,3,3,0,0,THEFT,3
19,3,9,5,0,0,MOTOR VEHICLE THEFT,1
14,4,7,3,0,0,CRIMINAL DAMAGE,2
18,0,4,3,0,0,CRIMINAL DAMAGE,3
12,1,5,4,0,0,NARCOTICS,3
17,1,9,5,0,1,WEAPONS VIOLATION,1
8,3,1,3,0,0,THEFT,3
22,2,2,3,0,0,DECEPTIVE PRACTICE,3
16,2,12,3,0,0,CRIMINAL DAMAGE,2
0,6,4,5,1,0,WEAPONS VIOLATION,0
16,2,3,5,0,0,BURGLARY,1
11,6,9,6,1,0,BATTERY,1
22,2,8,3,0,0,CRIMINAL DAMAGE,2
12,3,10,3,0,0,THEFT,2
0,0,4,3,0,0,THEFT,0
19,4,12,2,0,0,OTHER OFFENSE,2
15,4,9,7,0,0,ROBBERY,1
6,6,6,3,1,0,CRIMINAL DAMAGE,0
12,1,10,6,0,0,BATTERY,1
19,1,4,6,0,0,BATTERY,1
23,0,11,2,0,0,OTHER OFFENSE,2
0,1,3,3,0,0,DECEPTIVE PRACTICE,0
17,2,1,5,0,0,MOTOR VEHICLE THEFT,3
1,2,5,2,0,1,OTHER OFFENSE,0
9,2,5,3,0,0,THEFT,3
11,5,3,3,1,0,THEFT,3
13,2,2,6,0,0,BATTERY,1
5,6,5,5,1,0,MOTOR VEHICLE THEFT,0
20,2,3,3,0,0,CRIMINAL DAMAGE,3
0,2,6,2,0,0,OTHER OFFENSE,0
15,0,12,6,0,1,BATTERY,1
15,3,5,10,0,1,HOMICIDE,1
1,0,3,3,0,0,CRIMINAL DAMAGE,0
0,5,9,3,1,0,THEFT,0
17,4,2,3,0,0,DECEPTIVE PRACTICE,3
5,6,3,8,1,0,CRIMINAL SEXUAL ASSAULT,0
19,1,4,3,0,0,CRIMINAL DAMAGE,3
16,2,8,3,0,0,CRIMINAL TRESPASS,2
23,1,11,5,0,0,MOTOR VEHICLE THEFT,2
3,6,1,3,1,0,CRIMINAL DAMAGE,0
22,5,12,5,1,0,BURGLARY,2
9,1,10,3,0,0,THEFT,2
18,4,5,3,0,0,CRIMINAL DAMAGE,3
7,2,7,3,0,0,THEFT,0
18,5,9,3,1,0,CRIMINAL DAMAGE,2
1,1,4,3,0,0,CRIMINAL DAMAGE,0
23,5,11,6,1,1,BATTERY,1
19,3,3,6,0,0,BATTERY,1
17,0,5,3,0,0,THEFT,3
11,0,3,2,0,0,OTHER OFFENSE,3
17,0,10,6,0,1,BATTERY,1
13,6,6,5,1,0,BURGLARY,1
16,6,3,2,1,1,OTHER OFFENSE,3
6,5,8,2,1,0,OTHER OFFENSE,2
22,2,10,3,0,0,CRIMINAL DAMAGE,2
11,3,10,3,0,0,THEFT,2
17,4,11,3,0,0,CRIMINAL DAMAGE,2
10,1,6,3,0,0,CRIMINAL DAMAGE,3
18,2,8,3,0,0,THEFT,2
10,4,3,3,0,0,THEFT,3
14,5,12,6,1,0,ASSAULT,1
21,6,9,3,1,0,THEFT,2
21,4,7,6,0,0,ASSAULT,1
13,1,3,3,0,0,THEFT,3
14,6,12,5,1,0,MOTOR VEHICLE THEFT,2
15,2,7,6,0,0,ASSAULT,1
4,2,11,3,0,0,CRIMINAL DAMAGE,2
1,5,8,3,1,0,CRIMINAL DAMAGE,0
16,1,2,2,0,1,OTHER OFFENSE,3
19,3,5,2,0,0,OTHER OFFENSE,3
20,1,9,3,0,0,DECEPTIVE PRACTICE,2
12,2,6,5,0,0,WEAPONS VIOLATION,1
12,5,7,5,1,0,MOTOR VEHICLE THEFT,1
14,4,8,6,0,0,BATTERY,1
12,3,11,6,0,0,BATTERY,1
4,1,3,5,0,0,MOTOR VEHICLE THEFT,0
12,0,4,6,0,0,BATTERY,1
15,6,3,3,1,1,CRIMINAL DAMAGE,3
16,4,7,2,0,1,OTHER OFFENSE,2
12,5,7,7,1,0,ROBBERY,1
18,6,2,5,1,0,BURGLARY,1
23,6,9,3,1,0,THEFT,2
15,3,9,3,0,0,THEFT,2
16,3,9,3,0,0,THEFT,2
6,3,5,5,0,0,MOTOR VEHICLE THEFT,0
14,3,8,3,0,1,THEFT,2
12,2,3,3,0,0,THEFT,3
14,0,8,5,0,0,MOTOR VEHICLE THEFT,1
21,5,8,6,1,0,ASSAULT,1
4,4,9,3,0,0,CRIMINAL DAMAGE,0
0,4,8,3,0,0,THEFT,0
16,1,2,6,0,0,ASSAULT,1
23,3,10,3,0,0,THEFT,2
0,0,6,5,0,1,MOTOR VEHICLE THEFT,0
0,6,2,6,1,0,BATTERY,0
16,2,9,6,0,0,BATTERY,1
23,6,5,6,1,0,BATTERY,1
3,5,4,6,1,0,BATTERY,0
17,2,12,6,0,1,ASSAULT,1
12,6,12,3,1,0,THEFT,2
12,2,5,2,0,0,OTHER OFFENSE,3
12,3,11,5,0,0,OFFENSE INVOLVING CHILDREN,2
10,3,9,3,0,0,DECEPTIVE PRACTICE,2
7,2,10,5,0,0,MOTOR VEHICLE THEFT,0
21,4,10,6,0,0,ASSAULT,1
10,1,11,6,0,0,ASSAULT,1
17,4,8,3,0,0,CRIMINAL DAMAGE,2
10,1,4,6,0,1,BATTERY,1
10,3,10,5,0,0,BURGLARY,2
23,1,2,3,0,0,CRIMINAL DAMAGE,3
14,3,1,6,0,0,BATTERY,1
21,5,6,6,1,0,BATTERY,1
5,1,7,3,0,0,THEFT,0
22,4,10,3,0,0,DECEPTIVE PRACTICE,2
23,4,12,3,0,0,THEFT,2
23,3,10,2,0,1,OTHER OFFENSE,2
15,3,10,6,0,0,BATTERY,1
15,1,10,3,0,0,DECEPTIVE PRACTICE,2
0,6,12,6,1,0,BATTERY,0
23,2,4,2,0,0,OTHER OFFENSE,3
10,0,7,3,0,0,DECEPTIVE PRACTICE,2
14,4,9,5,0,0,BURGLARY,1
17,4,2,5,0,0,MOTOR VEHICLE THEFT,3
12,2,12,6,0,0,BATTERY,1
15,5,11,3,1,0,DECEPTIVE PRACTICE,2
0,4,11,3,0,0,DECEPTIVE PRACTICE,0
10,1,2,4,0,1,NARCOTICS,3
6,4,12,3,0,0,THEFT,2
16,1,7,3,0,0,DECEPTIVE PRACTICE,2
23,3,12,6,0,0,BATTERY,1
2,0,2,3,0,0,THEFT,3
16,4,11,3,0,0,THEFT,2
20,2,6,3,0,0,THEFT,3
19,5,3,5,1,0,MOTOR VEHICLE THEFT,1
3,4,2,3,0,0,CRIMINAL DAMAGE,0
15,1,9,6,0,0,BATTERY,1
14,6,9,6,1,0,ASSAULT,1
21,2,7,3,0,0,THEFT,2
17,6,1,3,1,0,THEFT,3
0,2,5,3,0,0,THEFT,0
4,5,3,3,1,0,CRIMINAL DAMAGE,0
14,4,12,6,0,0,BATTERY,1
13,1,5,3,0,0,DECEPTIVE PRACTICE,3
19,0,3,5,0,1,WEAPONS VIOLATION,1
21,0,2,3,0,0,THEFT,3
18,0,8,5,0,0,MOTOR VEHICLE THEFT,1
15,0,9,6,0,0,BATTERY,1
19,3,5,3,0,0,DECEPTIVE PRACTICE,3
10,5,1,3,1,0,DECEPTIVE PRACTICE,3
17,5,3,4,1,1,NARCOTICS,3
2,2,10,3,0,0,THEFT,0
7,1,10,6,0,0,ASSAULT,0
9,5,11,5,1,0,MOTOR VEHICLE THEFT,0
21,5,6,6,1,0,ASSAULT,1
18,6,6,6,1,0,ASSAULT,1
15,3,5,2,0,1,OTHER OFFENSE,3
3,1,3,6,0,0,ASSAULT,0
20,3,9,5,0,1,WEAPONS VIOLATION,1
1,6,3,5,1,0,WEAPONS VIOLATION,0
10,0,8,6,0,0,ASSAULT,1
18,1,9,6,0,0,BATTERY,1
22,4,10,5,0,0,MOTOR VEHICLE THEFT,1
20,0,5,5,0,1,MOTOR VEHICLE THEFT,1
15,2,7,5,0,0,MOTOR VEHICLE THEFT,1
0,5,12,3,1,0,CRIMINAL TRESPASS,0
3,6,6,7,1,0,SEX OFFENSE,0
16,6,11,5,1,0,MOTOR VEHICLE THEFT,2
11,4,10,6,0,0,BATTERY,1
8,5,8,5,1,0,BURGLARY,0
0,5,11,3,1,0,DECEPTIVE PRACTICE,0
2,6,10,6,1,0,BATTERY,0
9,5,6,2,1,0,OTHER OFFENSE,3
1,5,11,3,1,0,CRIMINAL DAMAGE,0
13,2,6,3,0,0,THEFT,3
16,1,8,4,0,1,NARCOTICS,2
12,2,4,3,0,0,THEFT,3
22,4,3,7,0,1,ROBBERY,1
22,0,8,5,0,0,MOTOR VEHICLE THEFT,1
13,2,9,5,0,1,WEAPONS VIOLATION,1
11,0,9,2,0,0,OTHER OFFENSE,2
2,4,7,3,0,0,THEFT,0
0,5,1,3,1,0,CRIMINAL DAMAGE,0
21,2,6,3,0,0,THEFT,3
12,2,3,5,0,1,WEAPONS VIOLATION,3
17,6,6,6,1,1,BATTERY,1
23,0,7,3,0,0,CRIMINAL DAMAGE,2
0,4,8,3,0,0,DECEPTIVE PRACTICE,0
10,0,6,6,0,0,ASSAULT,1
18,6,8,3,1,0,THEFT,2
22,4,7,5,0,0,MOTOR VEHICLE THEFT,1
2,6,6,5,1,0,MOTOR VEHICLE THEFT,0
13,0,1,3,0,0,CRIMINAL DAMAGE,3
11,0,12,6,0,0,ASSAULT,1
8,6,7,2,1,0,OTHER OFFENSE,2
19,1,7,6,0,0,ASSAULT,1
6,3,1,5,0,0,BURGLARY,0
22,3,8,5,0,0,MOTOR VEHICLE THEFT,1
20,3,3,6,0,1,ASSAULT,1
17,3,4,3,0,0,THEFT,3
11,0,8,5,0,0,MOTOR VEHICLE THEFT,1
4,3,7,5,0,0,MOTOR VEHICLE THEFT,0
17,2,12,3,0,0,THEFT,2
23,1,6,2,0,1,OTHER OFFENSE,3
18,2,12,3,0,0,THEFT,2
17,4,4,3,0,0,THEFT,3
19,3,5,3,0,0,THEFT,3
15,0,7,6,0,0,BATTERY,1
16,4,7,3,0,0,DECEPTIVE PRACTICE,2
15,2,1,3,0,0,THEFT,3
19,0,4,6,0,1,BATTERY,1
13,4,5,3,0,0,THEFT,3
19,3,1,4,0,1,NARCOTICS,3
15,2,7,3,0,0,CRIMINAL DAMAGE,2
16,3,3,3,0,0,THEFT,3
21,0,5,3,0,0,THEFT,3
19,3,5,6,0,0,BATTERY,1
16,0,4,3,0,0,THEFT,3
23,3,2,3,0,0,THEFT,3
3,0,8,2,0,0,OTHER OFFENSE,2
13,3,4,3,0,0,THEFT,3
11,0,3,2,0,0,OTHER OFFENSE,3
22,5,8,6,1,0,ASSAULT,1
17,4,5,6,0,0,BATTERY,1
11,2,7,6,0,0,BATTERY,1
20,3,8,6,0,0,BATTERY,1
7,5,7,3,1,0,CRIMINAL DAMAGE,0
22,3,8,6,0,0,ASSAULT,1
17,4,7,3,0,0,THEFT,2
22,3,9,3,0,0,CRIMINAL DAMAGE,2
1,3,1,3,0,0,THEFT,0
8,5,7,6,1,0,ASSAULT,0
10,0,9,3,0,0,DECEPTIVE PRACTICE,2
19,6,5,3,1,0,CRIMINAL DAMAGE,3
10,4,1,3,0,0,CRIMINAL DAMAGE,3
14,2,7,2,0,0,OTHER OFFENSE,2
22,5,7,3,1,0,THEFT,2
14,3,1,3,0,0,DECEPTIVE PRACTICE,3
20,1,5,3,0,0,THEFT,3
12,0,9,3,0,0,THEFT,2
0,6,8,3,1,1,THEFT,0
0,6,11,2,1,0,OTHER OFFENSE,0
19,2,10,3,0,0,THEFT,2
18,5,12,6,1,0,ASSAULT,1
4,3,10,3,0,0,THEFT,0
2,4,10,3,0,0,CRIMINAL DAMAGE,0
20,2,6,3,0,0,THEFT,3
12,4,5,2,0,0,OTHER OFFENSE,3
19,2,7,6,0,0,BATTERY,1
17,4,1,6,0,0,BATTERY,1
18,5,6,4,1,1,NARCOTICS,3
23,1,1,3,0,0,THEFT,3
14,5,8,7,1,0,ROBBERY,1
5,5,8,5,1,0,MOTOR VEHICLE THEFT,0
10,0,7,3,0,0,THEFT,2
0,5,2,6,1,1,BATTERY,0
7,1,6,3,0,1,THEFT,3
6,6,11,6,1,1,BATTERY,0
16,0,11,5,0,1,WEAPONS VIOLATION,2
5,6,4,5,1,0,MOTOR VEHICLE THEFT,0
3,6,6,3,1,0,DECEPTIVE PRACTICE,0
3,6,11,3,1,0,THEFT,0
13,5,9,3,1,0,THEFT,2
8,4,3,6,0,0,ASSAULT,0
23,0,5,3,0,0,CRIMINAL DAMAGE,3
12,0,9,6,0,0,ASSAULT,1
18,3,1,5,0,1,WEAPONS VIOLATION,3
17,1,4,3,0,0,THEFT,3
9,2,9,3,0,0,DECEPTIVE PRACTICE,2
18,4,5,2,0,0,OTHER OFFENSE,3
12,2,3,3,0,0,THEFT,3
9,3,8,3,0,0,THEFT,2
16,4,1,6,0,0,BATTERY,1
19,5,9,3,1,0,CRIMINAL TRESPASS,2
15,0,3,5,0,1,WEAPONS VIOLATION,1
14,6,12,6,1,0,BATTERY,1
21,3,6,6,0,0,BATTERY,1
23,4,7,6,0,0,ASSAULT,1
7,4,1,3,0,0,THEFT,3
15,0,2,3,0,0,THEFT,3
0,3,6,3,0,0,CRIMINAL DAMAGE,0
18,6,6,3,1,0,CRIMINAL DAMAGE,3
6,2,3,3,0,0,DECEPTIVE PRACTICE,3
0,1,8,6,0,0,STALKING,0
2,3,6,3,0,0,THEFT,0
21,0,2,6,0,1,BATTERY,1
18,0,12,6,0,0,ASSAULT,1
20,4,12,3,0,0,THEFT,2
19,1,7,5,0,0,BURGLARY,1
10,2,9,2,0,0,OTHER OFFENSE,2
17,3,7,5,0,0,BURGLARY,1
14,5,7,5,1,0,MOTOR VEHICLE THEFT,1
23,4,12,6,0,1,BATTERY,1
8,3,7,3,0,0,THEFT,2
19,0,6,6,0,0,ASSAULT,1
12,1,7,3,0,0,CRIMINAL DAMAGE,2
15,1,9,6,0,0,ASSAULT,1
17,6,7,2,1,0,OTHER OFFENSE,2
0,6,2,6,1,0,BATTERY,0
5,6,8,5,1,1,MOTOR VEHICLE THEFT,0
14,4,8,5,0,0,MOTOR VEHICLE THEFT,1
2,1,11,3,0,0,THEFT,0
18,2,1,3,0,0,CRIMINAL DAMAGE,3
5,1,1,5,0,0,WEAPONS VIOLATION,0
19,1,4,3,0,0,CRIMINAL DAMAGE,3
10,6,7,7,1,0,ROBBERY,1
13,6,7,2,1,0,OTHER OFFENSE,2
0,3,1,3,0,0,THEFT,0
18,1,10,3,0,0,CRIMINAL DAMAGE,2
12,4,12,3,0,0,DECEPTIVE PRACTICE,2
7,3,3,6,0,0,ASSAULT,0
19,0,10,6,0,1,BATTERY,1
15,4,4,3,0,0,THEFT,3
19,6,10,3,1,1,THEFT,2
19,5,12,3,1,0,THEFT,2
11,1,5,2,0,0,OTHER OFFENSE,3
13,4,9,3,0,0,THEFT,2
9,2,2,6,0,0,ASSAULT,1
18,0,1,3,0,1,CRIMINAL DAMAGE,3
18,2,9,3,0,0,THEFT,2
8,1,9,3,0,0,CRIMINAL DAMAGE,2
21,3,5,3,0,0,CRIMINAL DAMAGE,3
12,2,4,6,0,0,ASSAULT,1
23,2,2,3,0,0,DECEPTIVE PRACTICE,3
10,4,8,3,0,0,THEFT,2
16,0,3,2,0,0,OTHER OFFENSE,3
21,5,10,6,1,0,ASSAULT,1
10,0,2,5,0,0,MOTOR VEHICLE THEFT,3
21,5,10,7,1,0,ROBBERY,1
11,6,11,3,1,0,CRIMINAL DAMAGE,2
10,6,3,3,1,0,THEFT,3
12,5,5,2,1,0,OTHER OFFENSE,3
23,3,3,6,0,1,ASSAULT,1
14,6,10,5,1,0,MOTOR VEHICLE THEFT,1
0,4,11,3,0,0,THEFT,0
21,3,5,5,0,0,MOTOR VEHICLE THEFT,1
19,5,11,8,1,0,CRIMINAL SEXUAL ASSAULT,1
20,1,5,3,0,0,CRIMINAL DAMAGE,3
2,5,5,6,1,0,BATTERY,0
20,3,5,6,0,0,BATTERY,1
6,4,1,3,0,0,THEFT,3
11,3,8,2,0,1,OTHER OFFENSE,2
15,2,4,2,0,0,OTHER OFFENSE,3
0,6,8,3,1,0,CRIMINAL DAMAGE,0
13,1,10,5,0,1,BURGLARY,2
9,4,5,5,0,0,BURGLARY,0
21,5,6,3,1,0,THEFT,3
12,0,1,3,0,0,DECEPTIVE PRACTICE,3
6,0,10,3,0,0,CRIMINAL DAMAGE,2
14,6,2,6,1,0,ASSAULT,1
